Latitude,Longitude,OBJECTID,PONTO_RECOLHA_FREGUESIA,PONTO_RECOLHA_LOCAL,CONTENTOR_RESiDUO,CONTENTOR_TIPO,CONTENTOR_CAPACIDADE,CONTENTOR_QT,CONTENTOR_TOTAL_LITROS
-9.152472114,38.70813424,441,Misericordia,15827: R Cais do Tojo (Ambos (33->57)(34->62): Av Dom Carlos I - Tv do Cais do Tojo),Lixos,CV0240,240,8,1920
-9.152472114,38.70813424,442,Misericordia,15827: R Cais do Tojo (Ambos (33->57)(34->62): Av Dom Carlos I - Tv do Cais do Tojo),Lixos,CV0120,120,1,120
-9.151783576,38.70822132,443,Misericordia,15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro),Lixos,CV0090,90,1,90
-9.151783576,38.70822132,444,Misericordia,15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro),Lixos,CV0120,120,1,120
-9.151783576,38.70822132,445,Misericordia,15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro),Lixos,CV0140,140,3,420
-9.151783576,38.70822132,446,Misericordia,15828: R Cais do Tojo (Ambos (1->29)(10->30): Tv do Cais do Tojo - Bqr do Duro),Lixos,CV0240,240,2,480
-9.151544743,38.70840356,447,Misericordia,15830: Bqr do Duro (Ambos (->)(->): R Cais do Tojo - R Cais do Tojo),Lixos,CV0240,240,5,1200
-9.151388528,38.70792751,448,Misericordia,15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luis I),Lixos,CV0120,120,2,240
-9.151388528,38.70792751,449,Misericordia,15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luis I),Lixos,CV0090,90,1,90
-9.151388528,38.70792751,450,Misericordia,15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luis I),Lixos,CV0140,140,2,280
-9.151388528,38.70792751,451,Misericordia,15831: Bqr do Duro (Ambos (45->59)(34->54): R Cais do Tojo - R Dom Luis I),Lixos,CV0240,240,3,720
-9.147513949,38.71033931,452,Misericordia,"15832: Tv Santa Catarina, 4-6",Lixos,CV0240,240,1,240
-9.147513949,38.71033931,453,Misericordia,"15832: Tv Santa Catarina, 4-6",Lixos,CV0240,240,1,240
-9.147513949,38.71033931,454,Misericordia,"15832: Tv Santa Catarina, 4-6",Vidro,CV0240,240,1,240
-9.148566019,38.70994283,455,Misericordia,"15833: R Ferreiros a Santa Catarina, 20",Lixos,CV0240,240,3,720
-9.148566019,38.70994283,456,Misericordia,"15833: R Ferreiros a Santa Catarina, 20",Lixos,CV0240,240,3,720
-9.150464329,38.70680059,457,Misericordia,15834: R Instituto Industrial (Ambos (1->5)(2->14): Av 24 de Julho - R Dom Luis I),Lixos,CV0140,140,1,140
-9.150464329,38.70680059,458,Misericordia,15834: R Instituto Industrial (Ambos (1->5)(2->14): Av 24 de Julho - R Dom Luis I),Lixos,CV0240,240,8,1920
-9.15054864,38.70788079,459,Misericordia,15836: R Instituto Industrial (Ambos (7->9)(16->22): R Dom Luis I - R da Boavista),Lixos,CV0240,240,23,5520
-9.15054864,38.70788079,460,Misericordia,15836: R Instituto Industrial (Ambos (7->9)(16->22): R Dom Luis I - R da Boavista),Lixos,CV0140,140,1,140
-9.148518124,38.70980813,461,Misericordia,"15838: R Santa Catarina, 19",Lixos,CV0240,240,4,960
-9.148518124,38.70980813,462,Misericordia,"15838: R Santa Catarina, 19",Lixos,CV0240,240,4,960
-9.147044252,38.70801938,463,Misericordia,15841: R Moeda (Ambos (1->11)(2->6): R Sao Paulo - Pc Dom Luis I),Lixos,CV0240,240,9,2160
-9.147044252,38.70801938,464,Misericordia,15841: R Moeda (Ambos (1->11)(2->6): R Sao Paulo - Pc Dom Luis I),Lixos,CV0140,140,5,700
-9.147044252,38.70801938,465,Misericordia,15841: R Moeda (Ambos (1->11)(2->6): R Sao Paulo - Pc Dom Luis I),Lixos,CV0240,240,9,2160
-9.147044252,38.70801938,466,Misericordia,15841: R Moeda (Ambos (1->11)(2->6): R Sao Paulo - Pc Dom Luis I),Lixos,CV0140,140,5,700
-9.146144218,38.70778398,467,Misericordia,15842: Tv Carvalho (Ambos (->)(->): R Ribeira Nova - Tv Carvalho),Lixos,CV0090,90,1,90
-9.146144218,38.70778398,468,Misericordia,15842: Tv Carvalho (Ambos (->)(->): R Ribeira Nova - Tv Carvalho),Lixos,CV0090,90,1,90
-9.145639847,38.70788744,469,Misericordia,15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc Sao Paulo),Lixos,CV0090,90,1,90
-9.145639847,38.70788744,470,Misericordia,15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc Sao Paulo),Lixos,CV0140,140,4,560
-9.145639847,38.70788744,471,Misericordia,15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc Sao Paulo),Lixos,CV0240,240,2,480
-9.145639847,38.70788744,472,Misericordia,15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc Sao Paulo),Papel e Cartao,CV0090,90,1,90
-9.145639847,38.70788744,473,Misericordia,15843: Tv Carvalho (Ambos (->)(->): Tv Carvalho - Pc Sao Paulo),Papel e Cartao,CV0140,140,2,280
-9.145988636,38.70816366,474,Misericordia,15844: Tv Carvalho (Ambos (->)(->): Tv Carvalho - R Sao Paulo),Lixos,CV0140,140,1,140
-9.145988636,38.70816366,475,Misericordia,15844: Tv Carvalho (Ambos (->)(->): Tv Carvalho - R Sao Paulo),Lixos,CV0140,140,1,140
-9.151993526,38.70762498,476,Misericordia,15845: R Dom Luis I (Ambos (43->55)(30->42): Av Dom Carlos I - Bqr do Duro),Lixos,CV0120,120,1,120
-9.151993526,38.70762498,477,Misericordia,15845: R Dom Luis I (Ambos (43->55)(30->42): Av Dom Carlos I - Bqr do Duro),Lixos,CV0240,240,20,4800
-9.150935625,38.70760718,478,Misericordia,15846: R Dom Luis I (Ambos (23->27)(28->28): Bqr do Duro - R Instituto Industrial),Lixos,CV0240,240,5,1200
-9.149935581,38.7076159,479,Misericordia,15847: R Dom Luis I (Ambos (19->21)(16->22): R Instituto Industrial - Bqr dos Ferreiros),Lixos,CV0240,240,18,4320
-9.149935581,38.7076159,480,Misericordia,15847: R Dom Luis I (Ambos (19->21)(16->22): R Instituto Industrial - Bqr dos Ferreiros),Lixos,CV0120,120,1,120
-9.148290555,38.70754014,481,Misericordia,15848: R Dom Luis I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luis I),Lixos,CV0240,240,13,3120
-9.148290555,38.70754014,482,Misericordia,15848: R Dom Luis I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luis I),Lixos,CV1100,1100,4,4400
-9.148290555,38.70754014,483,Misericordia,15848: R Dom Luis I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luis I),Lixos,CV0120,120,1,120
-9.148290555,38.70754014,484,Misericordia,15848: R Dom Luis I (Ambos (1->7)(2->12): Bqr dos Ferreiros - Pc Dom Luis I),Lixos,CV0090,90,1,90
-9.147146202,38.70709969,485,Misericordia,15849: Pc Dom Luis I (Ambos (1->27)(->): R Dom Luis I - Av 24 de Julho),Lixos,CV0240,240,4,960
-9.148353992,38.71039507,486,Misericordia,"15850: Tv Condessa do Rio, Fte 3",Lixos,CV0240,240,3,720
-9.148353992,38.71039507,487,Misericordia,"15850: Tv Condessa do Rio, Fte 3",Lixos,CV0240,240,3,720
-9.148353992,38.71039507,488,Misericordia,"15850: Tv Condessa do Rio, Fte 3",Embalagens,CV0240,240,1,240
-9.146715901,38.70756283,489,Misericordia,15851: Pc Dom Luis I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luis I),Lixos,CV0240,240,1,240
-9.146715901,38.70756283,490,Misericordia,15851: Pc Dom Luis I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luis I),Lixos,CV0140,140,2,280
-9.146715901,38.70756283,491,Misericordia,15851: Pc Dom Luis I (Ambos (29->34)(->): R Ribeira Nova - R Dom Luis I),Papel e Cartao,CV0140,140,2,280
-9.144930015,38.70728106,494,Misericordia,15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amelia),Lixos,CV0140,140,1,140
-9.144930015,38.70728106,495,Misericordia,15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amelia),Lixos,CV0120,120,1,120
-9.144930015,38.70728106,496,Misericordia,15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amelia),Lixos,CV0090,90,1,90
-9.144930015,38.70728106,492,Misericordia,15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amelia),Lixos,CV0240,240,1,240
-9.144930015,38.70728106,493,Misericordia,15852: R Ribeira Nova (Ambos (1->)(2->20): R Remolares - R Instituto Dona Amelia),Papel e Cartao,CV0240,240,1,240
-9.145853665,38.7075613,497,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Lixos,CV0120,120,1,120
-9.145853665,38.7075613,498,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Lixos,CV0140,140,3,420
-9.145853665,38.7075613,499,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Lixos,CV0090,90,1,90
-9.145853665,38.7075613,500,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Lixos,CV0240,240,2,480
-9.145853665,38.7075613,501,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Papel e Cartao,CV0340,340,2,680
-9.145853665,38.7075613,502,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Papel e Cartao,CV0090,90,1,90
-9.145853665,38.7075613,503,Misericordia,15853: R Ribeira Nova (Ambos (->)(22->64): R Instituto Dona Amelia - Pc Dom Luis I),Papel e Cartao,CV0240,240,3,720
-9.14350797,38.70752758,504,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0240,240,3,720
-9.14350797,38.70752758,505,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0120,120,1,120
-9.14350797,38.70752758,506,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0140,140,5,700
-9.14350797,38.70752758,507,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0240,240,3,720
-9.14350797,38.70752758,508,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0120,120,1,120
-9.14350797,38.70752758,509,Misericordia,15855: R Sao Paulo (Par (->)(2->58): R Corpo Santo - R Flores),Lixos,CV0140,140,5,700
-9.144154727,38.70773817,510,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0240,240,4,960
-9.144154727,38.70773817,511,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0140,140,2,280
-9.144154727,38.70773817,512,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0120,120,1,120
-9.144154727,38.70773817,513,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0240,240,4,960
-9.144154727,38.70773817,514,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0140,140,2,280
-9.144154727,38.70773817,515,Misericordia,15856: R Sao Paulo (Par (->)(60->82): R Flores - Pc Sao Paulo),Lixos,CV0120,120,1,120
-9.144188704,38.70770185,516,Misericordia,15857: R Sao Paulo (Impar (49->69)(->): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0240,240,1,240
-9.144188704,38.70770185,517,Misericordia,15857: R Sao Paulo (Impar (49->69)(->): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0140,140,1,140
-9.144188704,38.70770185,518,Misericordia,15857: R Sao Paulo (Impar (49->69)(->): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0240,240,1,240
-9.144188704,38.70770185,519,Misericordia,15857: R Sao Paulo (Impar (49->69)(->): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0140,140,1,140
-9.144188704,38.70770185,520,Misericordia,15857: R Sao Paulo (Impar (49->69)(->): Pc Sao Paulo - Tv dos Remolares),Papel e Cartao,CV0140,140,1,140
-9.14351883,38.70748245,521,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0090,90,1,90
-9.14351883,38.70748245,522,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0140,140,3,420
-9.14351883,38.70748245,523,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0240,240,1,240
-9.14351883,38.70748245,524,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0090,90,1,90
-9.14351883,38.70748245,525,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0140,140,3,420
-9.14351883,38.70748245,526,Misericordia,15858: R Sao Paulo (Impar (1->47)(->): Tv dos Remolares - Tv Corpo Santo),Lixos,CV0240,240,1,240
-9.144754745,38.70789511,527,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0090,90,3,270
-9.144754745,38.70789511,528,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0140,140,5,700
-9.144754745,38.70789511,529,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0240,240,2,480
-9.144754745,38.70789511,530,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0090,90,3,270
-9.144754745,38.70789511,531,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0140,140,5,700
-9.144754745,38.70789511,532,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Lixos,CV0240,240,2,480
-9.144754745,38.70789511,533,Misericordia,15859: R Sao Paulo (Ambos (->)(88->118): Pc Sao Paulo - Pc Sao Paulo),Papel e Cartao,CV0140,140,1,140
-9.145528588,38.70814963,534,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0090,90,3,270
-9.145528588,38.70814963,535,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0240,240,3,720
-9.145528588,38.70814963,536,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0140,140,11,1540
-9.145528588,38.70814963,537,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0120,120,2,240
-9.145528588,38.70814963,538,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0090,90,3,270
-9.145528588,38.70814963,539,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0240,240,3,720
-9.145528588,38.70814963,540,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0140,140,11,1540
-9.145528588,38.70814963,541,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Lixos,CV0120,120,2,240
-9.145528588,38.70814963,542,Misericordia,15860: R Sao Paulo (Ambos (71->77)(120->178): Pc Sao Paulo - Tv Carvalho),Papel e Cartao,CV0240,240,2,480
-9.146060151,38.70834319,543,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0140,140,5,700
-9.146060151,38.70834319,544,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0090,90,2,180
-9.146060151,38.70834319,545,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0120,120,1,120
-9.146060151,38.70834319,546,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0140,140,5,700
-9.146060151,38.70834319,547,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0090,90,2,180
-9.146060151,38.70834319,548,Misericordia,15861: R Sao Paulo (Ambos (79->87)(180->198): Tv Carvalho - Bc da Moeda),Lixos,CV0120,120,1,120
-9.146348797,38.70843077,549,Misericordia,15862: R Sao Paulo (Ambos (89->)(200->216): Bc da Moeda - Cc da Bica Grande),Lixos,CV0090,90,1,90
-9.146348797,38.70843077,550,Misericordia,15862: R Sao Paulo (Ambos (89->)(200->216): Bc da Moeda - Cc da Bica Grande),Lixos,CV0140,140,2,280
-9.146348797,38.70843077,551,Misericordia,15862: R Sao Paulo (Ambos (89->)(200->216): Bc da Moeda - Cc da Bica Grande),Lixos,CV0090,90,1,90
-9.146348797,38.70843077,552,Misericordia,15862: R Sao Paulo (Ambos (89->)(200->216): Bc da Moeda - Cc da Bica Grande),Lixos,CV0140,140,2,280
-9.14664843,38.70848221,553,Misericordia,15863: R Sao Paulo (Ambos (->)(218->226): Cc da Bica Grande - R Moeda),Lixos,CV0240,240,1,240
-9.14664843,38.70848221,554,Misericordia,15863: R Sao Paulo (Ambos (->)(218->226): Cc da Bica Grande - R Moeda),Lixos,CV0140,140,1,140
-9.14664843,38.70848221,555,Misericordia,15863: R Sao Paulo (Ambos (->)(218->226): Cc da Bica Grande - R Moeda),Lixos,CV0240,240,1,240
-9.14664843,38.70848221,556,Misericordia,15863: R Sao Paulo (Ambos (->)(218->226): Cc da Bica Grande - R Moeda),Lixos,CV0140,140,1,140
-9.146958664,38.70847051,563,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0240,240,4,960
-9.146958664,38.70847051,564,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0140,140,4,560
-9.146958664,38.70847051,557,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0090,90,1,90
-9.146958664,38.70847051,558,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0120,120,1,120
-9.146958664,38.70847051,559,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0240,240,4,960
-9.146958664,38.70847051,560,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0140,140,4,560
-9.146958664,38.70847051,561,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0090,90,1,90
-9.146958664,38.70847051,562,Misericordia,15864: R Sao Paulo (Ambos (91->129)(228->260): R Moeda - R da Boavista),Lixos,CV0120,120,1,120
-9.144288217,38.70742174,565,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0120,120,1,120
-9.144288217,38.70742174,566,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0140,140,2,280
-9.144288217,38.70742174,567,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0240,240,4,960
-9.144288217,38.70742174,568,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0120,120,1,120
-9.144288217,38.70742174,569,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0140,140,2,280
-9.144288217,38.70742174,570,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Lixos,CV0240,240,4,960
-9.144288217,38.70742174,571,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Papel e Cartao,CV0140,140,1,140
-9.144288217,38.70742174,572,Misericordia,15865: R Nova do Carvalho (Ambos (63->81)(58->78): Pc Sao Paulo - Tv dos Remolares),Papel e Cartao,CV0240,240,1,240
-9.143814518,38.7072547,573,Misericordia,15866: R Nova do Carvalho (Ambos (33->55)(26->56): Tv dos Remolares - R do Alecrim),Lixos,CV0140,140,1,140
-9.143814518,38.7072547,574,Misericordia,15866: R Nova do Carvalho (Ambos (33->55)(26->56): Tv dos Remolares - R do Alecrim),Lixos,CV0240,240,11,2640
-9.143814518,38.7072547,575,Misericordia,15866: R Nova do Carvalho (Ambos (33->55)(26->56): Tv dos Remolares - R do Alecrim),Lixos,CV0140,140,1,140
-9.143814518,38.7072547,576,Misericordia,15866: R Nova do Carvalho (Ambos (33->55)(26->56): Tv dos Remolares - R do Alecrim),Lixos,CV0240,240,11,2640
-9.143814518,38.7072547,577,Misericordia,15866: R Nova do Carvalho (Ambos (33->55)(26->56): Tv dos Remolares - R do Alecrim),Papel e Cartao,CV0240,240,2,480
-9.143192661,38.70717901,578,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0090,90,2,180
-9.143192661,38.70717901,579,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0240,240,3,720
-9.143192661,38.70717901,580,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0140,140,3,420
-9.143192661,38.70717901,581,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0090,90,2,180
-9.143192661,38.70717901,582,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0240,240,3,720
-9.143192661,38.70717901,583,Misericordia,15867: R Nova do Carvalho (Ambos (1->29)(2->24): R do Alecrim - Tv Corpo Santo),Lixos,CV0140,140,3,420
-9.144027836,38.70689253,584,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0090,90,1,90
-9.144027836,38.70689253,585,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0240,240,5,1200
-9.144027836,38.70689253,586,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0140,140,5,700
-9.144027836,38.70689253,587,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0090,90,1,90
-9.144027836,38.70689253,588,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0240,240,5,1200
-9.144027836,38.70689253,589,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Lixos,CV0140,140,5,700
-9.144027836,38.70689253,590,Misericordia,15868: R Remolares (Ambos (1->23)(2->26): Pc Duque da Terceira - Tv dos Remolares),Papel e Cartao,CV0140,140,2,280
-9.144478925,38.7070868,591,Misericordia,15869: R Remolares (Ambos (25->41)(28->48): Tv dos Remolares - Tv Ribeira Nova),Lixos,CV0140,140,4,560
-9.144478925,38.7070868,592,Misericordia,15869: R Remolares (Ambos (25->41)(28->48): Tv dos Remolares - Tv Ribeira Nova),Lixos,CV0120,120,2,240
-9.144478925,38.7070868,593,Misericordia,15869: R Remolares (Ambos (25->41)(28->48): Tv dos Remolares - Tv Ribeira Nova),Lixos,CV0140,140,4,560
-9.144478925,38.7070868,594,Misericordia,15869: R Remolares (Ambos (25->41)(28->48): Tv dos Remolares - Tv Ribeira Nova),Lixos,CV0120,120,2,240
-9.144416495,38.70673604,602,Misericordia,15871: Tv dos Remolares (Ambos (->)(->): Av 24 de Julho - R Remolares),Lixos,CV0240,240,1,240
-9.144416495,38.70673604,603,Misericordia,15871: Tv dos Remolares (Ambos (->)(->): Av 24 de Julho - R Remolares),Lixos,CV0240,240,1,240
-9.144169838,38.70717956,611,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0140,140,2,280
-9.144169838,38.70717956,612,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0240,240,1,240
-9.144169838,38.70717956,613,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0120,120,1,120
-9.144169838,38.70717956,614,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0140,140,2,280
-9.144169838,38.70717956,615,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0240,240,1,240
-9.144169838,38.70717956,616,Misericordia,15873: Tv dos Remolares (Ambos (->)(->): R Nova do Carvalho - R Nova do Carvalho),Lixos,CV0120,120,1,120
-9.14401336,38.70749619,617,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0090,90,1,90
-9.14401336,38.70749619,618,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0240,240,1,240
-9.14401336,38.70749619,619,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0140,140,1,140
-9.14401336,38.70749619,620,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0090,90,1,90
-9.14401336,38.70749619,621,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0240,240,1,240
-9.14401336,38.70749619,622,Misericordia,15875: Tv dos Remolares (Ambos (->)(->): R Sao Paulo - R Nova do Carvalho),Lixos,CV0140,140,1,140
-9.144047329,38.70582944,623,Misericordia,15876: Cais do Sodre (Ambos (->)(8->): Av 24 de Julho - R Cintura (Santos)),Lixos,CV0240,240,7,1680
-9.143242333,38.70580939,624,Misericordia,15877: Cais do Sodre (Ambos (->)(->): R Cintura (Santos) - Pc Duque da Terceira),Lixos,CV0240,240,1,240
-9.142814171,38.70642562,625,Misericordia,15878: Cais do Sodre (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo),Lixos,CV0240,240,1,240
-9.142814171,38.70642562,626,Misericordia,15878: Cais do Sodre (Ambos (->)(10->46): Pc Duque da Terceira - Tv Corpo Santo),Lixos,CV0140,140,1,140
